,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RecentDelq_1yr,RecentDeql_2yr,RecentInquiry_1yr_excl7days,RcentInquiry_2yr_excl7days
0,0.360655737704918,0.1772784019975031,0.01762114537444934,0.25157232704402516,0.25316455696202533,0.15789473684210525,0.0,0.8300000000000001,0.4,0.4,0.22115384615384617,0.05263157894736842,0.43,0.0,0.0,0.14224137931034483,0.15711252653927812,0.25,0.29032258064516125,0.05555555555555555,0.6900000000000001,1.0,1.0,0.0,0.0
1,0.4590163934426229,0.06991260923845193,0.06607929515418502,0.11635220125786164,0.02531645569620253,0.21052631578947367,0.21052631578947367,1.0,1.0,0.0,0.06730769230769232,0.0,0.67,0.0,0.0,0.0,0.15711252653927812,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
2,0.5573770491803279,0.07990012484394507,0.022026431718061675,0.0628930817610063,0.11392405063291139,0.0,0.0,1.0,0.0,0.0,0.08653846153846154,0.21052631578947367,0.44,0.06060606060606061,0.06060606060606061,0.22844827586206895,0.14012738853503184,0.125,0.3225806451612903,0.05555555555555555,0.86,0.0,0.0,0.0,0.0
3,0.5409836065573771,0.20848938826466917,0.004405286343612335,0.2169811320754717,0.35443037974683544,0.05263157894736842,0.05263157894736842,0.93,0.0,0.2,0.2884615384615385,0.15789473684210525,0.5700000000000001,0.07575757575757576,0.06060606060606061,0.3103448275862069,0.1762208067940552,0.1875,0.3870967741935484,0.16666666666666666,0.91,0.0,0.0,0.0,0.0
4,0.7868852459016394,0.4132334581772784,0.11894273127753305,0.4025157232704403,0.1518987341772152,0.0,0.0,1.0,0.0,0.0,0.11538461538461539,0.0,0.25,0.015151515151515152,0.015151515151515152,0.21982758620689655,0.1889596602972399,0.09375,0.29032258064516125,0.0,0.8,0.0,0.0,0.0,0.0
5,0.42622950819672134,0.16853932584269662,0.048458149779735685,0.23270440251572327,0.3924050632911392,0.0,0.0,0.91,0.2,0.2,0.3076923076923077,0.05263157894736842,0.47000000000000003,0.0,0.0,0.2672413793103448,0.19745222929936304,0.375,0.3870967741935484,0.16666666666666666,0.9400000000000001,1.0,1.0,0.0,0.0
6,0.34426229508196726,0.10736579275905118,0.030837004405286347,0.10377358490566038,0.31645569620253167,0.0,0.0,0.92,0.2,0.2,0.25,0.15789473684210525,0.58,0.06060606060606061,0.06060606060606061,0.38362068965517243,0.1613588110403397,0.21875,0.4838709677419355,0.1111111111111111,1.0,1.0,1.0,0.0,0.0
7,0.5737704918032788,0.1822721598002497,0.030837004405286347,0.1918238993710692,0.21518987341772153,0.0,0.0,0.8300000000000001,0.0,0.2,0.17307692307692307,0.05263157894736842,0.44,0.0,0.0,0.12068965517241378,0.10191082802547771,0.0625,0.3225806451612903,0.1111111111111111,0.4,0.0,0.0,0.0,0.0
8,0.42622950819672134,0.4019975031210986,0.00881057268722467,0.42138364779874216,0.3037974683544304,0.0,0.0,0.85,0.2,0.2,0.25961538461538464,0.05263157894736842,0.26,0.015151515151515152,0.015151515151515152,0.29310344827586204,0.15711252653927812,0.21875,0.29032258064516125,0.16666666666666666,0.9,1.0,1.0,0.0,0.0
9,0.4590163934426229,0.09612983770287141,0.01762114537444934,0.10062893081761007,0.24050632911392406,0.0,0.0,0.9500000000000001,0.2,0.2,0.1826923076923077,0.15789473684210525,0.26,0.09090909090909091,0.09090909090909091,0.1336206896551724,0.18259023354564755,0.15625,0.3548387096774194,0.05555555555555555,0.62,1.0,1.0,0.0,0.0
10,0.8032786885245903,0.11735330836454431,0.022026431718061675,0.13522012578616352,0.20253164556962025,0.0,0.0,1.0,0.0,0.0,0.15384615384615385,0.15789473684210525,0.31,0.0,0.0,0.06465517241379311,0.18683651804670912,0.125,0.3225806451612903,0.0,0.67,0.0,0.0,0.0,0.0
11,0.2786885245901639,0.3857677902621723,0.11013215859030838,0.22641509433962265,0.1518987341772152,0.05263157894736842,0.0,0.6,0.4,0.4,0.14423076923076925,0.0,0.2,0.015151515151515152,0.015151515151515152,0.3620689655172414,0.13588110403397027,0.15625,0.3225806451612903,0.1111111111111111,0.88,1.0,1.0,0.0,0.0
12,0.6721311475409836,0.33957553058676654,0.00881057268722467,0.1949685534591195,0.2911392405063291,0.0,0.0,1.0,0.0,0.0,0.2692307692307693,0.21052631578947367,0.39,0.030303030303030304,0.030303030303030304,0.07758620689655173,0.13800424628450106,0.09375,0.4193548387096774,0.05555555555555555,0.67,0.0,0.0,0.0,0.0
13,0.5901639344262296,0.317103620474407,0.026431718061674013,0.35534591194968557,0.13924050632911392,0.05263157894736842,0.05263157894736842,1.0,0.0,0.0,0.13461538461538464,0.05263157894736842,0.08,0.0,0.0,0.05603448275862069,0.15711252653927812,0.0625,0.0,0.0,0.67,0.0,0.0,0.0,0.0
